DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
CUTTACK,1908,32.9,0.0,14.0,6.2,49.0,403.3,277.0,566.1,231.0,43.5,0.0,0.0,1623.1,32.9,69.3,1477.4,43.5
CUTTACK,1909,3.5,15.6,2.6,134.2,45.8,249.7,390.1,256.5,236.1,46.5,0.0,79.4,1460.0,19.1,182.6,1132.4,125.9
CUTTACK,1910,17.1,0.0,0.3,21.9,74.2,239.4,369.2,378.4,252.9,259.1,0.0,0.0,1612.7,17.1,96.5,1240.0,259.1
CUTTACK,1911,0.0,18.5,56.4,25.8,43.2,346.7,181.9,239.6,248.7,94.3,0.9,0.0,1256.0,18.5,125.3,1016.9,95.2
CUTTACK,1912,0.0,58.7,9.5,24.1,27.2,151.0,320.9,345.9,232.4,104.6,92.2,0.0,1366.5,58.7,60.8,1050.3,196.8
CUTTACK,1913,0.0,33.6,21.4,9.7,131.9,167.7,483.4,229.1,152.0,130.5,21.4,1.1,1381.8,33.6,163.0,1032.2,153.1
CUTTACK,1914,0.0,61.1,5.7,27.8,165.9,224.5,366.1,235.4,398.0,8.8,0.0,5.0,1498.3,61.1,199.3,1224.0,13.8
CUTTACK,1915,9.6,21.5,39.1,37.9,81.9,166.1,230.6,301.6,256.6,208.3,228.7,0.0,1582.0,31.1,158.9,954.9,437.1
CUTTACK,1916,0.1,0.9,0.0,20.1,40.7,398.1,178.1,310.3,159.2,291.2,86.7,0.0,1485.3,1.0,60.8,1045.6,377.9
CUTTACK,1917,0.0,161.4,29.8,24.9,80.4,326.7,255.2,318.9,256.6,398.0,4.2,0.0,1856.1,161.4,135.1,1157.4,402.2
CUTTACK,1918,0.2,0.0,25.4,48.4,123.1,276.9,170.8,222.3,113.0,10.5,0.0,0.7,991.2,0.2,196.8,783.0,11.2
CUTTACK,1919,64.2,50.8,9.2,25.1,98.9,281.6,369.7,433.3,128.1,103.9,126.7,0.0,1691.4,114.9,133.2,1212.7,230.6
CUTTACK,1920,0.0,54.0,94.9,6.8,55.7,227.8,641.9,226.1,195.2,87.9,0.1,0.0,1590.4,54.0,157.4,1291.0,88.0
CUTTACK,1921,71.3,0.3,7.4,8.6,6.3,254.2,267.6,180.8,342.2,53.0,0.0,0.0,1191.7,71.6,22.4,1044.8,53.0
CUTTACK,1922,14.0,2.8,10.1,5.5,42.7,288.0,508.7,218.6,350.9,87.6,14.1,0.0,1543.1,16.8,58.3,1366.3,101.7
CUTTACK,1923,0.0,91.8,6.8,8.1,39.9,149.9,330.8,238.1,236.1,173.2,152.1,3.0,1429.8,91.8,54.8,954.8,328.3
CUTTACK,1924,20.7,7.9,0.0,8.9,162.1,56.9,200.1,312.7,251.5,89.7,223.9,0.0,1334.4,28.6,171.0,821.2,313.6
CUTTACK,1925,0.1,0.0,0.0,42.6,47.3,574.8,523.1,284.0,252.7,259.4,1.1,13.0,1998.1,0.1,89.9,1634.6,273.5
CUTTACK,1926,10.9,6.0,117.1,37.0,55.3,106.7,294.6,572.1,291.9,155.2,0.0,0.0,1646.7,16.9,209.4,1265.3,155.2
CUTTACK,1927,0.0,4.3,6.9,9.6,74.3,143.5,347.9,401.2,229.3,89.3,7.8,0.0,1314.0,4.3,90.7,1121.9,97.1
CUTTACK,1928,1.8,0.0,0.0,80.7,63.8,315.0,437.4,288.8,183.3,261.4,1.6,0.0,1633.7,1.8,144.4,1224.4,263.1
CUTTACK,1929,5.1,20.6,1.7,9.4,33.2,158.3,367.2,444.8,270.4,201.6,0.0,26.8,1539.3,25.8,44.3,1240.8,228.4
CUTTACK,1930,0.0,17.9,9.3,30.6,57.6,229.6,276.0,295.5,208.4,54.1,193.7,0.7,1373.5,17.9,97.5,1009.5,248.5
CUTTACK,1931,7.2,33.9,17.8,15.6,63.9,108.3,237.1,517.3,201.9,265.5,45.4,1.7,1515.6,41.0,97.4,1064.6,312.6
CUTTACK,1932,0.0,23.7,39.8,22.6,78.5,86.8,456.8,210.3,279.6,35.4,211.2,0.0,1444.6,23.7,140.9,1033.5,246.6
CUTTACK,1933,25.3,13.4,2.5,35.5,169.1,255.3,370.6,657.6,300.9,125.0,6.3,2.0,1963.6,38.7,207.2,1584.5,133.2
CUTTACK,1934,0.0,5.3,8.9,4.0,22.3,235.9,269.4,473.4,266.5,93.2,3.0,0.0,1381.8,5.3,35.2,1245.2,96.1
CUTTACK,1935,0.2,7.7,29.2,46.4,4.5,158.5,541.6,179.8,225.8,2.1,0.0,0.0,1195.8,7.9,80.0,1105.7,2.1
CUTTACK,1936,15.5,51.4,6.4,2.6,218.6,561.0,326.8,393.4,235.0,247.8,11.5,1.3,2071.1,66.8,227.6,1516.2,260.5
CUTTACK,1937,0.0,98.6,10.4,60.9,61.4,195.3,455.3,207.7,276.4,48.0,0.0,0.0,1413.9,98.6,132.6,1134.6,48.0
CUTTACK,1938,18.1,7.0,5.1,2.4,136.7,254.1,251.6,279.7,153.9,146.3,0.5,0.0,1255.4,25.0,144.3,939.3,146.8
CUTTACK,1939,13.5,0.5,18.5,8.7,29.6,123.8,343.8,199.2,216.0,240.7,27.5,0.4,1222.1,14.1,56.8,882.8,268.5
CUTTACK,1940,0.0,30.3,81.7,16.0,128.9,281.3,530.4,317.1,157.5,78.7,0.5,0.4,1622.8,30.3,226.6,1286.4,79.6
CUTTACK,1941,41.2,4.7,1.7,8.2,70.8,206.8,459.2,156.3,200.1,185.6,27.8,0.0,1362.6,45.9,80.8,1022.5,213.4
CUTTACK,1942,1.8,15.3,4.3,28.6,13.3,146.1,320.9,412.3,191.8,47.9,127.9,0.0,1310.0,17.0,46.1,1071.1,175.8
CUTTACK,1943,31.9,5.4,14.1,61.2,40.2,168.4,509.5,249.7,236.2,48.6,8.8,0.0,1373.9,37.4,115.4,1163.8,57.3
CUTTACK,1944,33.1,155.9,45.3,42.3,16.7,173.6,411.0,354.0,169.6,158.6,4.6,0.0,1564.8,189.0,104.3,1108.2,163.2
CUTTACK,1945,6.3,0.9,0.0,29.1,41.1,108.7,343.4,238.9,223.3,260.6,0.0,9.9,1262.1,7.1,70.2,914.3,270.5
CUTTACK,1946,0.0,1.3,14.9,80.7,100.8,294.5,369.3,379.3,243.0,188.9,54.6,0.0,1727.2,1.3,196.3,1286.1,243.5
CUTTACK,1947,32.8,37.3,2.2,16.2,40.1,292.0,329.2,437.4,170.5,89.0,4.3,70.8,1521.9,70.1,58.6,1229.1,164.2
CUTTACK,1948,24.2,95.3,9.5,12.5,55.3,125.9,297.9,349.1,262.2,74.2,45.2,0.0,1351.2,119.5,77.4,1035.1,119.3
CUTTACK,1949,2.7,20.5,3.0,24.4,113.4,167.9,183.5,303.1,202.1,229.3,0.0,0.0,1249.9,23.2,140.8,856.6,229.3
CUTTACK,1950,0.0,17.5,56.1,13.5,50.8,240.7,211.2,366.2,314.7,41.4,195.1,0.0,1507.2,17.5,120.4,1132.8,236.5
CUTTACK,1951,0.0,0.0,66.2,31.4,81.9,167.8,482.6,331.3,236.3,105.8,51.2,0.0,1554.4,0.0,179.4,1218.0,157.0
CUTTACK,1952,0.4,11.8,28.2,29.5,49.6,202.4,251.8,295.2,249.2,238.5,14.7,0.0,1371.4,12.2,107.3,998.7,253.2
CUTTACK,1953,32.8,0.0,1.0,0.0,57.1,150.4,250.6,399.9,143.1,69.8,90.7,0.0,1195.4,32.8,58.1,944.0,160.5
CUTTACK,1954,0.0,27.6,1.2,11.0,46.2,268.1,200.1,235.4,346.9,218.9,0.0,14.0,1369.5,27.6,58.4,1050.6,232.9
CUTTACK,1955,0.0,0.0,11.0,30.3,151.1,251.5,186.6,377.3,425.7,438.8,120.7,0.0,1993.1,0.0,192.5,1241.1,559.5
CUTTACK,1956,1.5,54.2,1.2,0.9,113.9,386.2,379.6,450.5,315.5,323.3,11.4,0.0,2038.1,55.8,115.9,1531.8,334.7
CUTTACK,1957,3.0,14.6,6.5,0.3,20.0,149.9,338.2,462.8,160.3,10.2,0.0,0.0,1165.8,17.7,26.8,1111.1,10.2
CUTTACK,1958,9.3,54.6,6.0,22.6,20.4,132.9,253.1,360.7,349.8,225.8,83.8,0.0,1518.7,63.8,48.9,1096.4,309.6
CUTTACK,1959,10.7,16.2,1.4,81.0,102.4,95.2,254.7,326.2,163.6,243.6,0.0,26.9,184.8,839.7
CUTTACK,1960,0.0,0.0,21.0,9.4,35.2,298.4,477.0,258.1,214.6,95.2,0.0,3.8,1412.7,0.0,65.6,1248.1,99.0
CUTTACK,1961,45.2,93.8,0.0,0.0,162.8,266.2,393.2,489.0,498.4,0.0,0.0,139.0,162.8,1646.8
CUTTACK,1962,0.4,12.0,69.0,68.8,15.0,176.2,317.4,113.6,228.2,214.6,0.0,0.0,1215.2,12.4,152.8,835.4,214.6
CUTTACK,1963,0.0,0.0,17.2,39.0,142.2,158.4,214.2,434.2,331.4,222.6,7.6,0.0,1566.8,0.0,198.4,1138.2,230.2
CUTTACK,1964,0.6,16.3,0.2,21.1,61.1,138.3,449.4,472.7,171.3,94.3,0.7,0.0,1426.0,16.9,82.3,1231.8,95.0
CUTTACK,1965,9.3,20.9,24.6,36.7,45.7,71.8,412.4,224.4,220.7,54.9,0.0,0.0,1121.5,30.2,107.0,929.3,54.9
CUTTACK,1966,77.4,25.0,7.6,240.8,353.9,209.1,277.5,84.2,85.4,0.0,102.4,1081.3,169.6
CUTTACK,1967,63.6,0.0,69.4,47.3,10.0,255.7,348.0,375.6,143.1,18.3,1.0,0.2,1332.3,63.6,126.6,1122.4,19.6
CUTTACK,1968,19.0,53.5,13.3,2.1,2.4,304.8,371.1,125.3,314.1,346.0,45.0,0.0,1596.6,72.5,17.8,1115.3,391.0
CUTTACK,1969,0.0,0.0,23.0,0.0,84.6,85.2,354.5,353.6,192.2,85.8,44.3,0.5,1223.7,0.0,107.6,985.5,130.6
CUTTACK,1970,1.5,31.1,55.4,37.6,40.1,262.2,283.2,266.0,165.8,83.6,3.8,3.7,1234.0,32.6,133.0,977.2,91.1
CUTTACK,1971,1.8,43.7,5.0,42.3,132.0,364.9,292.7,345.3,154.6,285.0,0.0,0.0,1667.3,45.6,179.3,1157.5,285.0
CUTTACK,1972,0.0,12.8,0.0,16.8,37.6,175.2,338.5,255.1,409.1,48.8,11.4,0.0,1305.3,12.8,54.4,1177.9,60.2
CUTTACK,1973,0.0,0.0,44.7,8.1,85.5,128.3,480.4,322.8,295.0,166.1,25.2,35.8,1591.7,0.0,138.2,1226.4,227.0
CUTTACK,1974,0.0,0.0,40.9,14.5,13.4,100.6,246.9,274.6,189.3,100.0,6.8,0.0,987.2,0.0,68.9,811.5,106.8
CUTTACK,1975,0.0,11.9,35.9,9.9,24.7,199.6,335.7,326.2,230.6,174.5,34.5,0.0,1383.4,11.9,70.4,1092.1,209.0
CUTTACK,1976,0.0,0.0,30.4,20.0,46.9,89.8,221.2,597.3,94.3,31.0,41.0,0.0,1171.8,0.0,97.3,1002.6,72.0
CUTTACK,1977,8.7,0.0,3.7,62.9,109.3,147.5,391.2,415.7,263.5,74.3,72.4,0.0,1549.2,8.7,175.8,1217.9,146.7
CUTTACK,1978,0.0,10.6,36.4,18.0,49.2,114.4,157.9,311.1,140.8,159.6,6.2,19.6,1023.8,10.6,103.6,724.2,185.4
CUTTACK,1979,14.0,16.0,0.8,33.8,23.1,103.6,212.2,288.0,263.7,63.8,6.7,3.3,1028.9,30.0,57.7,867.4,73.8
CUTTACK,1980,65.8,39.8,22.0,22.4,89.8,315.1,328.9,284.6,335.4,116.1,0.0,15.2,1635.1,105.6,134.2,1264.0,131.3
CUTTACK,1981,8.7,11.6,59.9,68.3,159.8,177.8,236.3,319.5,347.8,27.4,0.0,10.5,1427.5,20.3,288.0,1081.3,37.9
CUTTACK,1982,5.8,64.8,74.1,7.6,25.3,219.9,145.0,455.9,221.0,14.8,9.4,0.0,1243.6,70.6,106.9,1041.8,24.2
CUTTACK,1983,0.0,90.7,34.9,36.0,73.6,158.5,218.0,429.2,268.4,118.9,0.4,1.6,1430.2,90.7,144.5,1074.1,120.9
CUTTACK,1984,0.4,0.7,0.0,18.0,13.9,179.8,360.2,534.8,143.5,50.1,0.0,0.0,1301.4,1.2,31.9,1218.2,50.1
CUTTACK,1985,9.7,72.3,0.7,30.1,56.2,160.7,283.8,455.4,319.5,246.4,0.0,0.0,1634.8,82.0,87.1,1219.4,246.4
CUTTACK,1986,22.5,17.8,7.0,49.3,63.2,275.1,323.7,317.7,192.4,157.6,142.7,13.7,1582.5,40.2,119.5,1108.8,314.0
CUTTACK,1987,6.2,0.3,24.9,18.7,50.0,161.9,406.6,238.9,93.3,77.7,105.5,0.2,1184.3,6.6,93.6,900.7,183.4
CUTTACK,1988,0.0,27.3,25.0,44.2,76.7,312.3,341.7,249.7,364.3,103.1,1.0,0.0,1545.4,27.3,145.9,1268.0,104.2
CUTTACK,1989,0.0,0.0,10.9,3.8,170.2,270.3,277.4,362.9,244.1,29.2,0.0,0.3,1369.3,0.0,184.9,1154.8,29.6
CUTTACK,1990,0.0,83.3,118.4,95.2,97.4,197.7,253.7,340.3,168.6,155.9,238.7,0.0,1749.0,83.3,311.0,960.3,394.5
CUTTACK,1991,42.4,3.5,23.2,13.4,34.1,125.5,526.6,411.0,179.0,129.8,63.2,1.0,1552.7,45.9,70.7,1242.2,194.0
CUTTACK,1992,10.8,37.9,0.0,12.8,150.3,117.7,347.5,275.2,178.1,111.2,0.3,0.0,1241.9,48.7,163.2,918.6,111.5
CUTTACK,1993,0.0,0.0,6.4,73.0,47.4,386.4,245.4,513.6,212.4,97.8,6.2,0.0,1588.6,0.0,126.8,1357.8,104.0
CUTTACK,1994,1.6,26.7,0.5,51.7,28.5,159.6,294.0,467.2,233.4,78.7,0.0,0.0,1341.9,28.3,80.7,1154.2,78.7
CUTTACK,1995,51.9,34.8,11.0,5.8,738.4,39.6,323.6,204.7,364.7,233.6,89.7,0.0,2097.8,86.7,755.2,932.6,323.3
CUTTACK,1996,28.6,6.2,0.0,44.8,23.8,203.2,149.8,203.8,69.9,46.7,7.5,0.0,784.3,34.8,68.6,626.7,54.2
CUTTACK,1997,20.8,1.5,41.8,130.3,44.4,221.9,332.0,638.1,206.0,36.4,40.0,28.1,1741.3,22.3,216.5,1398.0,104.5
CUTTACK,1998,18.6,53.7,74.5,84.2,40.1,196.4,308.2,320.1,316.6,183.1,57.3,0.0,1652.8,72.3,198.8,1141.3,240.4
CUTTACK,1999,0.0,0.0,0.0,0.0,237.8,200.9,249.0,371.5,271.7,469.7,6.8,0.0,1807.4,0.0,237.8,1093.1,476.5
CUTTACK,2000,0.0,26.5,0.0,17.0,100.3,284.0,275.6,203.4,56.2,57.0,4.0,0.0,1024.0,26.5,117.3,819.2,61.0
CUTTACK,2001,1.9,0.0,26.9,13.5,168.3,243.0,462.6,657.6,317.7,41.9,8.3,0.0,1941.6,1.9,208.7,1680.8,50.2
CUTTACK,2002,4.2,0.0,21.7,11.6,164.9,237.6,419.1,657.3,313.7,26.5,6.9,0.0,1863.4,4.2,198.2,1627.7,33.4
CUTTACK,2003,0.0,19.0,20.4,1.0,26.0,203.8,381.7,440.5,218.0,436.9,36.9,19.6,1803.7,19.0,47.4,1244.0,493.3
CUTTACK,2004,2.8,7.0,3.1,66.7,34.3,123.6,306.1,356.0,206.9,280.2,0.0,0.0,1386.7,9.9,104.1,992.6,280.2
CUTTACK,2005,22.3,0.0,58.2,45.6,54.0,160.3,613.3,238.1,512.6,287.5,1.8,0.3,1993.9,22.3,157.7,1524.3,289.5
CUTTACK,2006,1.9,0.0,22.8,12.8,167.9,237.3,430.9,691.0,332.4,30.7,5.1,0.0,1932.6,1.9,203.4,1691.6,35.8
CUTTACK,2007,0.0,51.2,7.9,7.2,110.2,258.6,188.9,527.7,635.1,62.8,1.0,0.0,1850.6,51.2,125.4,1610.3,63.8
CUTTACK,2008,37.7,9.9,23.8,60.1,78.7,422.1,284.1,430.6,495.8,25.3,0.3,0.0,1868.4,47.6,162.6,1632.6,25.6
CUTTACK,2009,0.0,0.4,0.1,0.2,142.0,97.9,732.5,387.2,240.8,175.4,19.4,0.0,1795.9,0.4,142.3,1458.4,194.8
CUTTACK,2010,3.2,0.0,5.2,0.1,149.6,221.9,275.3,295.8,166.4,205.5,34.0,25.0,1382.0,3.2,154.9,959.4,264.5
DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
DEOGARH,1906,68.6,0.0,22.1,172.4,405.8,365.2,220.6,35.6,12.7,0.0,90.7,1164.0,48.3
DEOGARH,1907,0.0,81.7,250.4,239.5,545.5,170.0,0.0,0.0,80.2,1205.4,80.2
DEOGARH,1908,38.9,0.0,0.0,19.1,301.7,521.7,995.3,70.3,15.8,0.0,0.0,19.1,1889.0,15.8
DEOGARH,1909,0.0,0.0,3.1,64.2,43.2,533.8,608.3,501.1,343.1,0.0,10.1,0.0,110.5,1986.3
DEOGARH,1910,12.7,0.0,0.0,26.7,46.2,284.8,496.2,529.0,202.0,0.0,0.0,12.7,72.9,1512.0
DEOGARH,1911,0.0,0.0,26.4,0.5,42.0,488.9,210.7,524.3,196.6,197.9,20.3,0.0,1707.6,0.0,68.9,1420.5,218.2
DEOGARH,1912,15.2,57.7,34.1,262.9,628.1,518.1,223.6,26.5,34.8,0.0,1632.7,61.3
DEOGARH,1913,4.6,127.5,20.8,0.0,53.5,357.1,468.2,511.5,192.3,286.6,16.7,4.9,2043.7,132.1,74.3,1529.1,308.2
DEOGARH,1914,0.0,5.3,30.8,3.3,141.2,80.5,507.3,288.2,19.3,0.0,1.5,5.3,175.3,20.8
DEOGARH,1915,7.1,21.6,33.8,27.5,44.9,144.9,212.0,209.0,347.7,113.9,21.3,0.0,1183.7,28.7,106.2,913.6,135.2
DEOGARH,1916,0.0,7.9,0.0,14.7,41.9,383.7,243.6,464.3,150.3,97.7,19.5,0.0,1423.6,7.9,56.6,1241.9,117.2
DEOGARH,1917,0.0,75.2,47.8,0.0,27.1,454.1,345.0,349.4,450.5,340.9,0.0,0.0,2090.0,75.2,74.9,1599.0,340.9
DEOGARH,1918,4.6,2.5,6.1,18.7,436.9,169.0,380.7,200.1,7.1,1186.7
DEOGARH,1919,82.8,21.6,4.6,6.4,42.1,456.2,303.7,586.4,192.0,27.1,59.5,104.4,53.1,1538.3
DEOGARH,1920,0.0,16.7,122.0,15.2,3.6,141.7,929.5,330.2,0.0,0.0,0.0,16.7,140.8,0.0
DEOGARH,1921,92.7,0.0,0.0,0.0,6.1,0.0,438.0,443.0,214.8,31.2,0.0,0.0,1225.8,92.7,6.1,1095.8,31.2
DEOGARH,1922,24.6,20.3,19.0,161.1,358.3,229.3,237.0,46.5,6.8,0.0,985.7,53.3
DEOGARH,1923,0.0,60.4,4.7,0.5,10.2,59.6,345.2,326.3,85.5,50.0,6.9,0.0,949.3,60.4,15.4,816.6,56.9
DEOGARH,1924,51.8,8.9,1.0,0.0,40.4,56.9,348.3,252.4,319.9,49.5,22.1,0.0,1151.2,60.7,41.4,977.5,71.6
DEOGARH,1925,0.0,0.0,0.0,36.3,77.0,0.0,442.7,285.8,220.8,0.0,16.5,0.0,113.3,949.3
DEOGARH,1926,31.0,14.5,103.1,9.4,17.5,512.0,467.3,229.7,94.5,0.0,10.7,45.5,1226.5,105.2
DEOGARH,1927,0.0,106.4,7.4,6.1,48.5,107.4,546.4,431.7,111.5,74.0,0.0,0.0,1439.4,106.4,62.0,1197.0,74.0
DEOGARH,1928,0.0,4.8,14.5,76.2,53.6,370.6,418.5,218.5,99.5,120.6,0.0,1.8,1378.6,4.8,144.3,1107.1,122.4
DEOGARH,1929,32.5,0.3,0.0,1.0,64.5,80.7,821.1,114.2,96.5,0.0,30.7,32.8,65.5,127.2
DEOGARH,1930,0.0,0.0,4.5,26.6,9.1,86.4,233.9,337.5,163.8,102.2,6.4,0.0,40.2,821.6
DEOGARH,1931,0.0,96.3,7.4,0.0,43.2,225.1,226.2,580.9,79.1,193.5,49.1,0.0,1500.8,96.3,50.6,1111.3,242.6
DEOGARH,1932,0.0,3.8,0.0,0.8,36.6,180.6,469.8,125.7,296.7,15.8,75.5,0.0,1205.3,3.8,37.4,1072.8,91.3
DEOGARH,1933,15.3,0.0,8.1,208.1,287.2,545.3,386.9,224.0,44.3,36.8,8.9,216.2,1443.4,90.0
DEOGARH,1934,0.0,0.0,0.0,9.1,0.0,309.7,282.2,446.1,305.3,121.5,0.0,0.0,1473.9,0.0,9.1,1343.3,121.5
DEOGARH,1935,0.0,53.4,9.6,66.1,2.8,205.3,782.5,203.5,172.9,0.0,0.0,26.2,1522.3,53.4,78.5,1364.2,26.2
DEOGARH,1936,14.8,6.1,1.3,0.0,204.1,522.4,337.1,272.1,190.0,302.9,0.0,0.0,1850.8,20.9,205.4,1321.6,302.9
DEOGARH,1937,0.0,78.6,14.5,105.2,23.7,340.6,651.1,295.3,345.6,57.9,0.0,0.0,1912.5,78.6,143.4,1632.6,57.9
DEOGARH,1938,5.3,8.9,0.0,3.8,108.2,294.9,353.7,487.4,135.5,57.2,9.9,0.0,1464.8,14.2,112.0,1271.5,67.1
DEOGARH,1939,12.7,44.7,23.4,37.6,5.8,250.8,651.6,664.2,178.0,175.2,2.5,2.5,2049.0,57.4,66.8,1744.6,180.2
DEOGARH,1940,0.0,59.2,122.2,6.6,97.4,245.5,718.1,348.6,193.6,51.8,0.0,30.5,1873.5,59.2,226.2,1505.8,82.3
DEOGARH,1941,84.0,0.0,13.5,28.2,85.2,264.8,464.0,288.9,201.3,168.9,57.2,0.0,1656.0,84.0,126.9,1219.0,226.1
DEOGARH,1942,44.7,0.0,0.0,62.3,192.6,547.6,358.4,285.8,112.8,14.2,0.0,62.3,1384.4,127.0
DEOGARH,1943,97.2,33.0,0.0,44.3,90.4,152.2,573.3,647.4,274.8,89.4,0.0,0.0,2002.0,130.2,134.7,1647.7,89.4
DEOGARH,1944,65.5,74.4,41.7,0.8,80.7,438.8,398.7,88.4,243.4,6.9,0.0,139.9,1006.6,250.3
DEOGARH,1945,13.5,0.0,51.9,3.8,163.7,517.9,349.8,479.3,120.0,0.0,0.0,55.7,1510.7,120.0
DEOGARH,1946,0.0,0.0,0.5,121.7,48.0,312.1,464.7,582.6,225.7,77.2,19.3,0.0,1851.8,0.0,170.2,1585.1,96.5
DEOGARH,1947,12.7,31.5,0.0,0.0,132.6,311.7,394.8,149.0,128.5,0.0,31.5,988.1
DEOGARH,1948,9.4,130.3,20.5,2.0,91.5,253.2,397.6,281.1,329.0,111.3,32.5,0.0,1658.4,139.7,114.0,1260.9,143.8
DEOGARH,1949,0.0,3.6,75.9,194.3,162.1,0.0,0.0,162.1
DEOGARH,1950,33.8,4.8
DEOGARH,1952,0.0,11.8,19.4,44.0,88.0,128.0,467.5,311.7,194.4,182.0,0.0,0.0,1446.9,11.8,151.4,1101.7,182.0
DEOGARH,1955,0.0,0.0,0.0,0.0,40.6,154.1,40.8,167.2,151.5,205.2,24.1,0.0,783.5,0.0,40.6,513.6,229.3
DEOGARH,1957,0.0,66.4,10.5,12.5,20.3,218.2,300.0,291.9,173.8,90.8,0.0,0.0,1184.6,66.4,43.4,983.9,90.8
DEOGARH,1958,3.8,57.5,0.0,26.0,19.5,145.3,395.0,205.0,391.4,216.9,7.6,0.0,1468.0,61.3,45.5,1136.7,224.5
DEOGARH,1964,74.9,112.8,333.1,308.1,92.0,3.8,0.0,95.8
DEOGARH,1967,92.2,0.0,98.4,91.9,35.3,288.1,261.4,243.4,388.3,58.0,0.2,1.3,1558.5,92.2,225.6,1181.2,59.5
DEOGARH,1970,577.1,406.4,13.0,0.0,0.0,13.0
DEOGARH,1971,31.6,23.1,0.0,140.2,28.3,190.0,405.7,145.8,0.0,54.7,168.5
DEOGARH,1973,0.0,15.4,70.2,0.0,50.6,53.2,471.6,717.0,355.4,146.8,0.0,0.0,1880.2,15.4,120.8,1597.2,146.8
DEOGARH,1974,0.0,0.0,61.6,29.6,41.7,85.3,326.8,317.4,112.2,127.0,0.0,0.0,1101.5,0.0,132.9,841.6,127.0
DEOGARH,1975,0.0,25.5,8.1,125.0,264.9,813.9,293.6,25.5,1497.4
DEOGARH,1976,40.0,8.5
DEOGARH,1977,25.0,0.0,418.9
DEOGARH,1978,189.9,361.7,309.9,76.2
DEOGARH,1979,0.0,0.0,0.0,23.4,68.8,135.0,124.0,143.1,21.0,0.0,23.4,470.9
DEOGARH,1981,22.5,0.0,5.3,256.6,74.3,148.5,201.5,206.8,137.0,1.1,0.0,0.0,1053.5,22.5,336.1,693.8,1.1
DEOGARH,1991,40.9,3.3,25.7,23.0,30.0,194.5,533.5,545.2,183.0,20.7,0.0,1.5,1601.2,44.1,78.7,1456.2,22.2
DEOGARH,1992,4.0,7.6,0.5,35.0,75.1,132.7,458.0,412.0,255.5,29.8,4.8,0.0,1415.0,11.6,110.6,1258.2,34.6
DEOGARH,1993,18.0,268.8,303.7,252.0,295.5,76.9,0.0,0.0,1120.0,76.9
DEOGARH,1994,0.0,0.0,0.0,55.6,15.3,240.4,323.0,213.4,37.0,0.0,70.9
DEOGARH,1995,163.9,159.8,97.5,71.0,0.0,168.5
DEOGARH,1996,15.0,6.5,406.2,275.5,85.0,21.5
DEOGARH,1997,9.5,0.0,55.0,40.7,16.3,189.0,232.0,410.7,297.5,91.9,63.8,76.9,1483.3,9.5,112.0,1129.2,232.6
DEOGARH,1998,62.3,11.0,3.4,3.4,42.4,116.1,321.5,185.9,371.9,191.0,54.2,0.0,1363.1,73.3,49.2,995.4,245.2
DEOGARH,1999,0.0,0.0,0.0,188.1,279.7,279.8,435.5,551.7,0.0,0.0,1546.7
DEOGARH,2000,0.0,45.4,0.0,4.2,92.2,196.2,378.1,237.5,19.8,0.0,45.4,96.4
DEOGARH,2001,2.8,0.0,51.5,5.1,32.3,257.5,825.1,442.3,80.9,82.9,0.0,0.0,1780.4,2.8,88.8,1605.8,82.9
DEOGARH,2002,20.4,0.0,21.3,0.3,42.9,185.7,85.2,336.0,289.6,18.5,0.0,0.0,999.8,20.4,64.4,896.5,18.5
DEOGARH,2003,0.0,13.6,1.8,39.2,19.8,269.6,314.1,386.0,393.8,206.0,19.0,17.7,1680.5,13.6,60.8,1363.5,242.7
DEOGARH,2004,2.8,4.8,1.0,3.0,21.3,92.8,269.3,401.9,87.0,76.8,0.0,0.0,960.7,7.6,25.3,850.9,76.8
DEOGARH,2005,48.7,3.1,21.3,0.0,35.8,328.0,354.9,119.5,129.2,137.5,0.1,24.9,1203.0,51.8,57.0,931.7,162.5
DEOGARH,2006,0.0,0.0,33.2,6.7,107.7,145.8,275.8,525.0,154.4,15.2,14.5,0.0,1278.1,0.0,147.5,1100.9,29.7
DEOGARH,2007,0.6,73.5,10.2,31.4,38.6,176.6,418.8,337.7,377.6,34.4,7.6,0.0,1507.1,74.2,80.2,1310.8,42.0
DEOGARH,2008,45.7,13.1,4.6,22.9,28.7,401.9,336.3,319.3,236.1,9.2,0.7,0.0,1418.3,58.8,56.1,1293.5,9.9
DEOGARH,2009,0.0,0.0,0.0,0.0,37.5,72.1,456.1,245.8,72.6,92.3,21.9,0.0,998.3,0.0,37.5,846.6,114.2
DEOGARH,2010,2.9,2.4,6.2,0.0,76.4,174.5,276.5,313.0,120.1,46.3,0.4,19.1,1037.8,5.3,82.5,884.1,65.9
DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
DHENKANAL,1901,36.3,80.5,4.9,82.0,89.8,44.1,409.0,307.5,153.9,105.5,101.0,0.0,1414.5,116.9,176.7,914.5,206.5
